BHK,Rent,Size,Area Locality,City,Furnishing Status,Tenant Preferred,Bathroom
2,25000,850,"Old Pallavaram, Alandur",Chennai,Furnished,Bachelors/Family,2
1,10000,502,T Nagar,Chennai,Unfurnished,Bachelors/Family,1
2,13000,925,Nest bliss sholinganallur,Chennai,Unfurnished,Bachelors,2
2,12500,500,Kolathur,Chennai,Unfurnished,Bachelors/Family,1
2,10000,950,Adambakkam,Chennai,Unfurnished,Bachelors/Family,2
2,16000,930,Mogappair East,Chennai,Semi-Furnished,Bachelors/Family,2
2,11000,950,Menambedu,Chennai,Semi-Furnished,Family,2
2,13000,800,"Devi Karumariamman Nagar, Velachery",Chennai,Semi-Furnished,Bachelors/Family,2
2,15000,950,"Neelankarai, E Coast Road",Chennai,Semi-Furnished,Family,1
3,15000,1100,"Ponniamman Nagar, Iyyappanthangal",Chennai,Unfurnished,Family,2
2,20000,750,Anna Nagar,Chennai,Unfurnished,Bachelors/Family,3
2,12000,1000,Thalambur,Chennai,Semi-Furnished,Bachelors/Family,2
2,11000,800,"Narayanapuram, Kovilambakkam",Chennai,Semi-Furnished,Family,2
1,10000,500,Kodambakkam,Chennai,Unfurnished,Bachelors,1
3,30000,1500,Porur,Chennai,Semi-Furnished,Bachelors/Family,3
1,8000,550,"Padur, Old Mahabalipuram Road",Chennai,Furnished,Bachelors/Family,1
1,7000,400,Nanmangalam,Chennai,Semi-Furnished,Bachelors/Family,1
1,10000,550,"Luz, Mylapore",Chennai,Unfurnished,Bachelors,1
2,9300,730,Ambattur,Chennai,Unfurnished,Bachelors/Family,1
2,10500,1000,Kambar Nagar-Kolathur,Chennai,Semi-Furnished,Family,2
2,16000,975,Kovilambakkam,Chennai,Semi-Furnished,Bachelors/Family,2
2,20000,1800,Old Mahabalipuram Road,Chennai,Semi-Furnished,Bachelors/Family,2
2,9000,745,Ambattur,Chennai,Semi-Furnished,Bachelors/Family,2
2,18000,900,Medavakkam,Chennai,Semi-Furnished,Family,2
2,10000,600,"Jaya Nagar, Porur, Chennai Bypass Road",Chennai,Unfurnished,Family,2
2,16000,600,Saidapet,Chennai,Unfurnished,Bachelors/Family,2
1,13500,450,Kodambakkam,Chennai,Unfurnished,Bachelors,1
2,16000,1030,Thoraipakkam,Chennai,Semi-Furnished,Bachelors/Family,2
2,8500,833,"Perungalathur, Chennai Bypass Road",Chennai,Unfurnished,Bachelors/Family,2
2,15000,1000,Madipakkam,Chennai,Semi-Furnished,Bachelors/Family,2
2,8200,840,rajakillpakkam,Chennai,Unfurnished,Bachelors/Family,2
2,20000,750,Velachery,Chennai,Furnished,Family,2
2,9000,950,"Kattupakkam, PH Road",Chennai,Semi-Furnished,Bachelors/Family,2
1,13500,550,Anna Nagar,Chennai,Semi-Furnished,Bachelors/Family,1
3,26000,1125,"Purasawalkam, PH Road",Chennai,Semi-Furnished,Bachelors/Family,2
2,11000,700,Tiruvottiyur,Chennai,Unfurnished,Bachelors/Family,2
2,18000,1100,"Tambaram West, Tambaram, Chennai Bypass Road",Chennai,Semi-Furnished,Bachelors/Family,2
2,10000,700,"Kubera Nagar, Madipakkam",Chennai,Unfurnished,Bachelors/Family,2
3,40000,1250,T Nagar,Chennai,Semi-Furnished,Bachelors,3
2,24000,1100,Vadapalani,Chennai,Unfurnished,Bachelors/Family,2
1,18000,475,Sholinganallur,Chennai,Semi-Furnished,Bachelors/Family,1
2,11000,530,Jyothi Nagar-Ekkatuthangal,Chennai,Semi-Furnished,Bachelors/Family,1
2,23000,1050,Vadapalani,Chennai,Semi-Furnished,Family,2
2,11000,830,Sembakkam,Chennai,Semi-Furnished,Family,2
2,8000,809,"Chromepet, GST Road",Chennai,Unfurnished,Bachelors/Family,2
2,15000,900,"Kattupakkam, PH Road",Chennai,Semi-Furnished,Bachelors/Family,2
1,9500,700,"Santhosapuram, Medavakkam",Chennai,Semi-Furnished,Bachelors/Family,1
2,13500,1150,"Tambaram West, Tambaram, Chennai Bypass Road",Chennai,Semi-Furnished,Bachelors,2
1,11000,750,Porur Gardens,Chennai,Semi-Furnished,Bachelors/Family,1
2,13000,920,"Ullagaram, Pallavaram-Thuraipakkam Road",Chennai,Semi-Furnished,Bachelors/Family,2
2,25000,1050,Vadapalani,Chennai,Semi-Furnished,Family,2
2,12000,1800,Madambakkam,Chennai,Unfurnished,Bachelors/Family,2
2,25000,1000,"Adyar, Sardar Patel Road",Chennai,Semi-Furnished,Bachelors,2
3,8500,1062,Siruseri,Chennai,Semi-Furnished,Bachelors/Family,2
2,8500,800,Ambattur,Chennai,Unfurnished,Bachelors/Family,2
1,5000,450,Thirumullaivoyal,Chennai,Unfurnished,Bachelors/Family,1
2,8500,900,"Perungalathur, Chennai Bypass Road",Chennai,Unfurnished,Bachelors/Family,1
4,100000,2240,Anna Nagar,Chennai,Furnished,Bachelors/Family,4
1,7500,500,Kovur,Chennai,Unfurnished,Bachelors/Family,1
1,7000,750,Pammal,Chennai,Unfurnished,Bachelors/Family,1
3,26000,1400,"Chromepet, GST Road",Chennai,Semi-Furnished,Bachelors/Family,3
2,12000,1200,CBI Colony,Chennai,Semi-Furnished,Bachelors,2
2,18000,1424,kumari neo town,Chennai,Semi-Furnished,Bachelors/Family,2
1,13000,450,Arasankalani,Chennai,Unfurnished,Bachelors,1
2,8000,805,"Urapakkam, Vandalur R.F, GST Road",Chennai,Unfurnished,Bachelors/Family,2
1,6000,434,Thirumazhisai,Chennai,Unfurnished,Bachelors/Family,1
2,12500,1000,Perambur,Chennai,Semi-Furnished,Bachelors/Family,2
1,6500,595,"Vengaivasal, Medavakkam",Chennai,Semi-Furnished,Bachelors/Family,1
2,10000,685,Kolathur,Chennai,Unfurnished,Bachelors/Family,2
2,12500,1075,Teachers's Colony-Lakshmipuram,Chennai,Semi-Furnished,Bachelors/Family,2
3,22000,1100,Velachery,Chennai,Semi-Furnished,Bachelors,3
2,17000,950,Madipakkam,Chennai,Unfurnished,Family,2
3,20000,1500,Semmenchery,Chennai,Unfurnished,Bachelors,3
3,22000,1100,Porur,Chennai,Semi-Furnished,Bachelors/Family,2
2,11500,1100,"Valasaravakkam, Arcot Road",Chennai,Semi-Furnished,Bachelors,2
3,23000,1000,Keelkatalai,Chennai,Unfurnished,Bachelors,3
2,19000,800,Mambalam West,Chennai,Semi-Furnished,Bachelors/Family,2
3,45000,1500,CIT Nagar,Chennai,Semi-Furnished,Bachelors/Family,2
3,17000,1250,Madipakkam,Chennai,Semi-Furnished,Bachelors/Family,2
2,9500,650,Pallikaranai,Chennai,Unfurnished,Bachelors/Family,2
3,45000,1650,"Valasaravakkam, Arcot Road",Chennai,Unfurnished,Bachelors/Family,3
4,60000,2317,Sholinganallur,Chennai,Unfurnished,Bachelors/Family,4
2,12000,950,"Radha Nagar, Chrompet",Chennai,Semi-Furnished,Family,2
3,40000,1700,KK Nagar,Chennai,Furnished,Bachelors/Family,3
3,16000,1300,Porur,Chennai,Furnished,Bachelors/Family,2
2,9000,805,Madipakkam,Chennai,Semi-Furnished,Bachelors/Family,2
2,35000,1109,"Adyar, Thiruvanmiyur, Chennai",Chennai,Semi-Furnished,Bachelors/Family,2
1,4000,300,Tiruvottiyur,Chennai,Unfurnished,Bachelors,1
2,11000,700,Tharamani,Chennai,Unfurnished,Bachelors/Family,1
2,9500,950,"Manali, Manali High Road",Chennai,Semi-Furnished,Bachelors/Family,2
3,25000,1290,Poonamalle,Chennai,Unfurnished,Bachelors/Family,3
2,10000,950,S.Kolathur,Chennai,Unfurnished,Bachelors/Family,2
1,12000,400,Besant Nagar,Chennai,Furnished,Bachelors/Family,1
2,19397,2000,Guduvancheri,Chennai,Furnished,Bachelors/Family,2
2,12000,939,New Perungalathur,Chennai,Semi-Furnished,Bachelors/Family,2
3,10000,1200,Kovur,Chennai,Unfurnished,Bachelors/Family,3
2,20000,1800,"Ambattur Industrial Estate, Chennai Bypass Road",Chennai,Semi-Furnished,Bachelors/Family,2
3,15000,1200,Madambakkam,Chennai,Unfurnished,Bachelors/Family,2
2,28000,1200,Kodambakkam,Chennai,Semi-Furnished,Family,2
3,10000,1750,Kuthanur,Chennai,Unfurnished,Bachelors/Family,3
1,3500,300,Mogappair West,Chennai,Unfurnished,Bachelors/Family,1
1,8000,650,Sholinganallur,Chennai,Unfurnished,Bachelors,1
2,13500,950,Iyyappanthangal,Chennai,Semi-Furnished,Bachelors/Family,2
3,36000,1610,Vadapalani,Chennai,Semi-Furnished,Family,3
2,15000,900,Kodungaiyur East,Chennai,Unfurnished,Bachelors/Family,2
1,5000,550,"Tambaram, GST Road",Chennai,Unfurnished,Bachelors/Family,1
2,10000,700,Nanmangalam,Chennai,Unfurnished,Bachelors/Family,2
2,10000,800,Madipakkam,Chennai,Unfurnished,Bachelors/Family,2
2,8500,580,Sholinganallur,Chennai,Semi-Furnished,Bachelors/Family,2
2,11000,950,Nandanam,Chennai,Semi-Furnished,Bachelors/Family,2
1,8000,700,"Nemilichery, Chromepet",Chennai,Unfurnished,Bachelors/Family,1
2,12000,600,"Bharathidasan Colony, KK Nagar",Chennai,Semi-Furnished,Bachelors/Family,1
1,5000,200,Mambalam West,Chennai,Semi-Furnished,Bachelors/Family,1
1,7000,600,Iyyappanthangal,Chennai,Semi-Furnished,Bachelors/Family,1
2,15000,550,Mylapore,Chennai,Unfurnished,Bachelors/Family,2
1,10000,600,Mugalivakkam,Chennai,Unfurnished,Bachelors/Family,1
3,37500,1680,Vadapalani,Chennai,Semi-Furnished,Family,3
2,7000,1100,Kayarambedu,Chennai,Unfurnished,Bachelors/Family,2
1,6500,600,"Chromepet, GST Road",Chennai,Unfurnished,Bachelors/Family,1
2,16000,820,Purasaiwakkam,Chennai,Semi-Furnished,Family,2
3,34000,1125,Vadapalani,Chennai,Semi-Furnished,Family,3
2,11500,973,Padapai,Chennai,Semi-Furnished,Family,2
2,15000,780,"Guindy Race Course, Guindy",Chennai,Furnished,Bachelors/Family,1
1,8000,400,Mannivakkam,Chennai,Unfurnished,Bachelors/Family,1
2,22000,1000,T Nagar,Chennai,Semi-Furnished,Bachelors/Family,2
3,85000,3500,T Nagar,Chennai,Semi-Furnished,Bachelors/Family,3
1,6000,350,Maduravoyal,Chennai,Semi-Furnished,Bachelors/Family,1
2,14000,800,Choolaimedu High Road,Chennai,Semi-Furnished,Bachelors,2
2,11500,700,"Paddy field street,Perambur",Chennai,Unfurnished,Bachelors/Family,2
1,6000,550,"Vimalapuram, Manali",Chennai,Unfurnished,Bachelors/Family,1
3,24000,2100,Nanmangalam,Chennai,Semi-Furnished,Bachelors/Family,4
3,32000,1700,Perumbakkam,Chennai,Semi-Furnished,Bachelors/Family,3
3,16000,1420,"Rajakipakkam, Sembakkam",Chennai,Semi-Furnished,Bachelors/Family,2
2,13000,950,Duraisamy Nagar,Chennai,Semi-Furnished,Bachelors/Family,2
2,14000,780,Pallikaranai,Chennai,Semi-Furnished,Bachelors/Family,2
1,7500,800,Jalladian Pet,Chennai,Unfurnished,Bachelors,1
2,10000,500,Koyambedu,Chennai,Semi-Furnished,Bachelors/Family,1
2,18500,1000,Semmancheri,Chennai,Semi-Furnished,Bachelors/Family,2
2,12000,750,Royapettah,Chennai,Unfurnished,Bachelors/Family,2
2,17000,1200,Cmbt,Chennai,Unfurnished,Bachelors/Family,2
3,35000,1152,Vadapalani,Chennai,Semi-Furnished,Family,3
2,9000,843,Kovur,Chennai,Semi-Furnished,Bachelors/Family,2
2,13000,900,Semmancheri,Chennai,Unfurnished,Bachelors/Family,2
2,27999,1250,Nandambakkam,Chennai,Semi-Furnished,Bachelors/Family,2
2,11000,650,Kodambakkam,Chennai,Unfurnished,Bachelors/Family,2
1,12000,700,Indra Nagar,Chennai,Unfurnished,Bachelors/Family,1
2,13000,720,"Sakthi Nagar, Adambakkam",Chennai,Unfurnished,Family,2
4,80000,3000,"Egmore, PH Road",Chennai,Unfurnished,Bachelors,4
2,22999,1144,Iyyappanthangal,Chennai,Semi-Furnished,Bachelors/Family,2
3,36000,1750,Anna Nagar,Chennai,Unfurnished,Bachelors,3
3,70000,1450,Madipakkam,Chennai,Unfurnished,Bachelors/Family,2
2,12500,590,Choolaimedu,Chennai,Unfurnished,Bachelors/Family,1
2,18000,900,Anna Nagar West Extension,Chennai,Semi-Furnished,Bachelors/Family,2
2,10000,800,Ramapuram,Chennai,Semi-Furnished,Bachelors/Family,1
2,18000,1000,Sholinganallur,Chennai,Semi-Furnished,Bachelors/Family,2
3,37000,1650,Vadapalani,Chennai,Semi-Furnished,Family,3
2,18000,700,Thiruvanmiyur,Chennai,Semi-Furnished,Bachelors/Family,2
3,25000,1280,"MAHA BUILDERS, SAIMAA CASTLE, VELACHERY",Chennai,Semi-Furnished,Bachelors/Family,2
2,10000,700,"Zamin Pallavaram, Pallavaram",Chennai,Unfurnished,Bachelors/Family,2
2,15000,980,Purasaiwakkam,Chennai,Unfurnished,Bachelors/Family,2
2,15000,900,Ramapuram,Chennai,Semi-Furnished,Bachelors/Family,2
1,9000,450,Virugambakkam,Chennai,Unfurnished,Family,1
2,14000,1200,Porur,Chennai,Unfurnished,Bachelors/Family,2
2,8500,650,Jalladian Pet,Chennai,Semi-Furnished,Bachelors/Family,2
3,35000,1903,Old Mahabalipuram Road,Chennai,Semi-Furnished,Bachelors/Family,3
2,10000,650,Arcot Road Virugambakkam,Chennai,Semi-Furnished,Bachelors/Family,1
1,5000,450,Housing Board,Chennai,Unfurnished,Bachelors/Family,1
2,23000,900,besant nagar Chennai,Chennai,Unfurnished,Bachelors,2
2,15000,550,Ashok Nagar,Chennai,Unfurnished,Family,1
2,18500,750,"Adyar, Sardar Patel Road",Chennai,Semi-Furnished,Bachelors/Family,2
2,28000,1000,Velachery,Chennai,Semi-Furnished,Bachelors/Family,2
3,32000,1050,Vadapalani,Chennai,Semi-Furnished,Family,3
1,14000,650,"Mattan Kuppam, Triplicane",Chennai,Furnished,Family,2
1,7000,400,Injambakkam,Chennai,Semi-Furnished,Bachelors/Family,1
3,33000,1075,Vadapalani,Chennai,Semi-Furnished,Family,3
3,100000,2000,Alwarpet,Chennai,Semi-Furnished,Bachelors,3
2,18000,720,Kasturibai Nagar,Chennai,Semi-Furnished,Bachelors/Family,2
3,16000,1000,Ponniammanmedu,Chennai,Unfurnished,Bachelors,2
1,8500,500,Ayanavaram,Chennai,Unfurnished,Bachelors/Family,1
2,10000,900,Nandivaram-Guduvancheri,Chennai,Furnished,Bachelors/Family,2
2,13500,900,"Singaperumal Koil, Tiruchi Chennai Highway",Chennai,Semi-Furnished,Bachelors/Family,2
2,19000,900,Kodambakkam,Chennai,Semi-Furnished,Bachelors/Family,2
1,11500,1000,Ayappakkam,Chennai,Unfurnished,Bachelors/Family,2
3,22000,1300,Jawahar Nagar,Chennai,Semi-Furnished,Family,3
3,12000,1383,"Perungalathur, Chennai Bypass Road",Chennai,Semi-Furnished,Bachelors,3
2,10000,800,Guduvancheri,Chennai,Semi-Furnished,Bachelors,2
2,15000,1500,Madambakkam,Chennai,Unfurnished,Bachelors,2
3,35000,1350,Anna Nagar West Extension,Chennai,Semi-Furnished,Bachelors,2
3,70000,2000,"Adyar, Sardar Patel Road",Chennai,Semi-Furnished,Bachelors,3
3,32000,1200,Anna Nagar West Extension,Chennai,Unfurnished,Bachelors,2
3,35000,1912,Alwarthirunagar,Chennai,Unfurnished,Bachelors,3
1,10000,500,Old Washermanpet,Chennai,Unfurnished,Bachelors,1
2,11000,950,"Iyyappanthangal Bus Stop, Iyyappanthangal, PH Road",Chennai,Unfurnished,Bachelors,2
2,12000,1000,Kolathur,Chennai,Unfurnished,Bachelors,2
3,40000,1600,Prestige Bellavista,Chennai,Unfurnished,Bachelors,3
2,8000,900,Sithalapakkam,Chennai,Unfurnished,Bachelors/Family,2
3,20000,1265,Adambakkam,Chennai,Semi-Furnished,Bachelors/Family,2
3,12000,1060,"Urapakkam, Vandalur R.F, GST Road",Chennai,Semi-Furnished,Bachelors/Family,2
2,15000,1050,Medavakkam,Chennai,Semi-Furnished,Bachelors/Family,2
3,27000,1500,Perungudi,Chennai,Unfurnished,Bachelors,3
2,13000,890,Oliyas Green court,Chennai,Unfurnished,Bachelors,2
2,9000,700,Keelkattalai,Chennai,Unfurnished,Bachelors/Family,3
3,25000,1146,Chinna Porur,Chennai,Semi-Furnished,Bachelors/Family,2
1,12000,700,Thiruvanmiyur,Chennai,Semi-Furnished,Bachelors/Family,1
2,18000,800,Anna Nagar East,Chennai,Semi-Furnished,Bachelors,2
2,9500,640,Mogappair West,Chennai,Unfurnished,Bachelors/Family,2
2,14000,909,Mahindra World City,Chennai,Semi-Furnished,Bachelors/Family,2
4,40000,2400,"Palavakkam, E Coast Road",Chennai,Unfurnished,Bachelors,3
4,70000,3800,Injambakkam,Chennai,Semi-Furnished,Bachelors/Family,4
2,15000,400,Periyamet,Chennai,Unfurnished,Bachelors/Family,2
2,8500,886,Pallavan Nagar-Thiruverkadu,Chennai,Unfurnished,Family,2
3,27500,1570,Sholinganallur,Chennai,Semi-Furnished,Bachelors/Family,3
2,15000,900,Kolathur,Chennai,Unfurnished,Bachelors/Family,2
1,5000,400,Medavakkam,Chennai,Unfurnished,Bachelors/Family,1
2,26000,1600,Madipakkam,Chennai,Semi-Furnished,Bachelors/Family,2
2,14000,1000,"Chromepet, GST Road",Chennai,Unfurnished,Bachelors/Family,2
2,20000,850,Velachery,Chennai,Semi-Furnished,Bachelors/Family,2
2,12000,750,Andal Nagar,Chennai,Unfurnished,Bachelors/Family,2
2,17000,750,Kamarajar Salai,Chennai,Unfurnished,Bachelors/Family,2
3,75000,2000,Deepa Appartment Turnbulls,Chennai,Semi-Furnished,Bachelors/Family,3
3,19500,1270,Madipakkam,Chennai,Semi-Furnished,Bachelors,2
2,10000,2000,Sadhanadhapuram,Chennai,Semi-Furnished,Bachelors/Family,2
2,32000,1250,Nungambakkam,Chennai,Furnished,Bachelors/Family,2
2,15000,1000,Velachery,Chennai,Unfurnished,Family,2
3,28000,1050,Pallavaram,Chennai,Semi-Furnished,Bachelors/Family,3
2,10677,800,"Kelambakkam, Old Mahabalipuram Road",Chennai,Semi-Furnished,Bachelors/Family,2
3,50000,1625,Old Mahabalipuram Road,Chennai,Furnished,Bachelors/Family,3
3,32500,1535,Karapakkam,Chennai,Unfurnished,Bachelors/Family,3
2,23000,850,Choolaimedu,Chennai,Furnished,Bachelors/Family,2
4,75000,3800,"Financial District, Nanakram Guda",Hyderabad,Semi-Furnished,Bachelors/Family,4
2,10000,1100,Meerpet,Hyderabad,Unfurnished,Bachelors/Family,2
3,60000,3200,"Himayath Nagar, NH 7",Hyderabad,Semi-Furnished,Bachelors/Family,3
2,12000,647,Moti Nagar,Hyderabad,Unfurnished,Bachelors/Family,1
3,48000,1798,Kondapur,Hyderabad,Semi-Furnished,Bachelors/Family,3
3,58000,1700,TNGOS Colony,Hyderabad,Furnished,Bachelors/Family,3
2,14000,930,Langar Houz,Hyderabad,Semi-Furnished,Bachelors/Family,2
1,7000,150,Musheerabad,Hyderabad,Unfurnished,Bachelors/Family,1
2,13000,1200,Attapur,Hyderabad,Semi-Furnished,Bachelors/Family,2
2,11000,1250,poush,Hyderabad,Unfurnished,Bachelors/Family,2
2,9500,900,Chilakalguda,Hyderabad,Semi-Furnished,Bachelors/Family,2
1,7500,500,Hyderguda,Hyderabad,Semi-Furnished,Bachelors/Family,1
2,14000,900,Karmanghat,Hyderabad,Semi-Furnished,Bachelors,2
2,16000,1100,Hyderguda,Hyderabad,Furnished,Family,2
3,18000,1500,Hyderguda,Hyderabad,Semi-Furnished,Bachelors/Family,3
1,8200,500,Langar Houz,Hyderabad,Unfurnished,Bachelors/Family,1
3,12000,1300,"Ghatkesar, NH 2 2",Hyderabad,Furnished,Bachelors/Family,3
1,10000,300,Attapur,Hyderabad,Furnished,Bachelors/Family,1
2,13000,800,Jagadgiri Gutta,Hyderabad,Semi-Furnished,Bachelors/Family,2
3,22000,1400,Aruna Colony,Hyderabad,Semi-Furnished,Bachelors/Family,2
1,10500,500,Kothapet,Hyderabad,Furnished,Bachelors/Family,1
2,11000,750,Fathenagar,Hyderabad,Unfurnished,Bachelors/Family,2
3,20000,1200,"Abids, NH 7",Hyderabad,Semi-Furnished,Bachelors/Family,3
3,14000,1350,"Gayatri Hills, Jubilee Hills",Hyderabad,Semi-Furnished,Bachelors/Family,2
2,12500,1400,Nizampet,Hyderabad,Unfurnished,Bachelors/Family,2
1,10500,450,Madhapur,Hyderabad,Unfurnished,Bachelors/Family,1
3,30000,2061,Puppalaguda,Hyderabad,Furnished,Bachelors/Family,3
2,11000,100,Mehdipatnam,Hyderabad,Furnished,Family,2
2,9000,1100,"Vanasthalipuram, NH 9",Hyderabad,Semi-Furnished,Bachelors/Family,2
3,35000,1650,Kondapur,Hyderabad,Semi-Furnished,Family,3
3,23382,1500,"Alkapur Township, Manikonda, Outer Ring Road",Hyderabad,Semi-Furnished,Bachelors/Family,3
2,9500,1140,Nizampet,Hyderabad,Semi-Furnished,Bachelors/Family,2
2,9000,990,"Boduppal, NH 2 2",Hyderabad,Unfurnished,Bachelors,2
3,60000,1700,Gachibowli,Hyderabad,Semi-Furnished,Bachelors/Family,3
2,11000,1200,Bandlaguda Jagir,Hyderabad,Unfurnished,Bachelors/Family,2
2,11000,850,Mehdipatnam,Hyderabad,Unfurnished,Bachelors/Family,2
2,11000,900,Musheerabad,Hyderabad,Unfurnished,Bachelors/Family,2
2,8000,800,Gopanapalli,Hyderabad,Semi-Furnished,Bachelors/Family,2
2,9000,1000,Hydershakote,Hyderabad,Unfurnished,Bachelors,2
2,8000,1020,Hydershakote,Hyderabad,Semi-Furnished,Bachelors/Family,2
1,5500,300,Ameenpur,Hyderabad,Unfurnished,Bachelors/Family,1
2,12000,1800,"Quthbullapur, NH 7",Hyderabad,Semi-Furnished,Bachelors/Family,2
3,25000,919,"Rajendra Nagar, Outer Ring Road",Hyderabad,Semi-Furnished,Bachelors/Family,2
3,23000,25,"Sanath Nagar, NH 9",Hyderabad,Semi-Furnished,Bachelors/Family,3
2,12000,1050,Bandlaguda Jagir,Hyderabad,Semi-Furnished,Bachelors/Family,2
2,6500,200,Dammaiguda,Hyderabad,Unfurnished,Bachelors,2
1,9000,450,Moti Nagar,Hyderabad,Unfurnished,Bachelors/Family,1
4,25000,1000,"Narsingi, Outer Ring Road",Hyderabad,Semi-Furnished,Bachelors/Family,3
3,12500,1250,Kompally,Hyderabad,Semi-Furnished,Bachelors,2
3,45000,1900,"Financial District, Nanakram Guda",Hyderabad,Unfurnished,Bachelors,3
2,27000,1500,"Banjara Hills, NH 9",Hyderabad,Semi-Furnished,Bachelors/Family,2
3,75000,2395,"Vittal Rao Nagar, Hitech City",Hyderabad,Semi-Furnished,Family,3
2,9000,1800,"Basheer Bagh, Hyderabad,",Hyderabad,Furnished,Bachelors/Family,2
2,12000,700,BHEL,Hyderabad,Unfurnished,Bachelors/Family,2
3,24000,1700,"Alkapur Township, Manikonda, Outer Ring Road",Hyderabad,Unfurnished,Family,2
2,15000,1200,"Rasoolpura, Mahatma Gandhi Road",Hyderabad,Unfurnished,Bachelors,2
3,24000,1600,"Miyapur, NH 9",Hyderabad,Semi-Furnished,Bachelors/Family,3
2,12000,745,Sainikpuri,Hyderabad,Unfurnished,Bachelors/Family,2
3,27000,2210,"Nallagandla, Serilingampally",Hyderabad,Semi-Furnished,Family,3
3,30000,1450,"Chandanagar, NH 9",Hyderabad,Semi-Furnished,Bachelors/Family,3
3,20000,1400,Narayanaguda,Hyderabad,Semi-Furnished,Family,3
3,22000,2000,A 307 Blossom Heights,Hyderabad,Furnished,Bachelors,3
4,25000,1815,Old Bowenpally,Hyderabad,Semi-Furnished,Bachelors/Family,3
2,23000,1000,"Banjara Hills, NH 9",Hyderabad,Semi-Furnished,Bachelors/Family,1
2,12000,1000,in Maruthi Nagar-Dr A.S. Rao Nagar,Hyderabad,Unfurnished,Bachelors/Family,2
2,18000,1200,Chanda Nagar,Hyderabad,Unfurnished,Bachelors/Family,3
3,55000,2430,Gachibowli,Hyderabad,Semi-Furnished,Bachelors,3
1,5000,140,Malkajgiri,Hyderabad,Unfurnished,Bachelors/Family,1
2,13000,1200,Nacharam,Hyderabad,Semi-Furnished,Bachelors/Family,2
2,9000,1100,"Boduppal, NH 2 2",Hyderabad,Unfurnished,Bachelors/Family,3
2,7000,800,"Buddha Nagar Colony, Boduppal",Hyderabad,Unfurnished,Bachelors,2
3,28000,1500,"Banjara Hills, NH 9",Hyderabad,Semi-Furnished,Bachelors/Family,3
2,15000,1200,Amberpet,Hyderabad,Semi-Furnished,Bachelors/Family,2
3,14000,1350,KTR Colony,Hyderabad,Semi-Furnished,Bachelors/Family,3
5,45000,2300,Narayanguda,Hyderabad,Unfurnished,Bachelors,3
1,12000,1300,Alwal,Hyderabad,Furnished,Bachelors/Family,2
2,12500,1000,"Upparpally, Hyderabad Expressway",Hyderabad,Semi-Furnished,Bachelors/Family,2
2,13000,1210,Nizampet,Hyderabad,Unfurnished,Bachelors/Family,2
2,9500,1050,"Bollaram, Outer Ring Road",Hyderabad,Unfurnished,Bachelors/Family,2
3,35000,1600,"Nallagandla, Serilingampally",Hyderabad,Semi-Furnished,Family,3
1,4000,300,in Syed Ali Guda,Hyderabad,Unfurnished,Bachelors/Family,1
1,8000,300,"Mallepally, NH 7",Hyderabad,Semi-Furnished,Bachelors/Family,1
2,12500,1010,ECIL,Hyderabad,Unfurnished,Bachelors,2
3,65000,1850,"Patrika Nagar, Hitech City",Hyderabad,Furnished,Bachelors,3
2,13000,1300,"Ramanthapur, NH 2 2",Hyderabad,Semi-Furnished,Bachelors,2
2,12500,1100,Chanda Nagar,Hyderabad,Unfurnished,Bachelors,2
3,45000,2200,"Himayath Nagar, NH 7",Hyderabad,Semi-Furnished,Bachelors/Family,3
1,6000,500,Seri Lingampally,Hyderabad,Unfurnished,Bachelors/Family,1
3,50000,2290,"Nallagandla, Serilingampally",Hyderabad,Semi-Furnished,Bachelors,3
3,40000,1900,"Himayath Nagar, NH 7",Hyderabad,Semi-Furnished,Bachelors/Family,3
3,30000,1600,"Himayath Nagar, NH 7",Hyderabad,Semi-Furnished,Bachelors/Family,3
2,7000,800,Chandrayanguttabalguda,Hyderabad,Unfurnished,Bachelors/Family,1
3,25000,1600,"Sanath Nagar, NH 9",Hyderabad,Furnished,Bachelors/Family,3
1,9000,500,"Miyapur, NH 9",Hyderabad,Unfurnished,Bachelors/Family,1
3,16000,1500,"Pragathi Nagar, Kukatpally",Hyderabad,Furnished,Family,3
1,10500,650,"Banjara Hills, NH 9",Hyderabad,Semi-Furnished,Bachelors/Family,1
4,100000,3300,"Vittal Rao Nagar, Hitech City",Hyderabad,Semi-Furnished,Family,4
2,9000,1200,"Boduppal, NH 2 2",Hyderabad,Unfurnished,Bachelors/Family,2
2,11000,800,Ram nagar,Hyderabad,Semi-Furnished,Bachelors/Family,2
3,24000,1200,"Kachiguda, NH 2 2",Hyderabad,Semi-Furnished,Bachelors/Family,4
2,12000,1000,"Nallagandla, Serilingampally",Hyderabad,Unfurnished,Bachelors/Family,1
2,20000,1600,Kothapet,Hyderabad,Unfurnished,Family,3
2,24000,1200,Dr A.S. Rao Nagar,Hyderabad,Furnished,Bachelors/Family,2
2,12000,1100,"Balapur X road,Triveni nagar",Hyderabad,Semi-Furnished,Bachelors/Family,2
3,12000,1250,Alwal,Hyderabad,Semi-Furnished,Family,3
2,10000,1100,Gajularamaram,Hyderabad,Unfurnished,Bachelors/Family,2
2,45000,1600,Kattedan Rd,Hyderabad,Furnished,Bachelors/Family,2
2,22000,1000,Gachibowli,Hyderabad,Semi-Furnished,Bachelors/Family,2
1,6500,455,Bandlaguda Jagir,Hyderabad,Unfurnished,Bachelors/Family,1
